"","LotFrontage","YearBuilt","LotArea","MoSold","YrSold","SalePrice","TotalBsmtSF","1stFlrSF","Neighborhood","School"
"1480",60,1954,7200,7,2008,109500,825,825,"NAmes","Meeker"
"1481",60,1951,7200,5,2010,134800,900,900,"NAmes","Meeker"
"1482",87,1962,10000,2,2010,160000,1116,1116,"NAmes","Meeker"
"1483",80,1960,8000,11,2007,156500,1377,1377,"NAmes","Meeker"
"1484",80,1961,8000,7,2007,141000,1800,1800,"NAmes","Meeker"
"1485",70,1961,7000,7,2007,99000,0,925,"NAmes","Meeker"
"1486",70,1961,7000,7,2006,146000,1150,1150,"NAmes","Meeker"
"1487",81,1960,7635,6,2010,148000,1175,1175,"NAmes","Meeker"
"1488",76,1964,7570,3,2009,144750,780,993,"NAmes","Meeker"
"1489",71,1963,7056,10,2008,140000,780,983,"NAmes","Meeker"
"1490",75,1978,8604,11,2009,145000,941,941,"NAmes","Meeker"
"1491",80,1963,7936,4,2009,127000,1045,1045,"NAmes","Meeker"
"1492",80,1963,9760,5,2010,192000,1395,1395,"NAmes","Meeker"
"1493",80,1964,9760,7,2007,187000,822,1020,"NAmes","Meeker"
"1494",80,1964,9760,6,2008,167900,780,798,"NAmes","Meeker"
"1495",70,1966,7700,6,2010,155000,756,1051,"NAmes","Meeker"
"1496",69,1966,7590,7,2006,155000,660,660,"NAmes","Meeker"
"1497",69,1963,7590,5,2008,136870,1117,1117,"NAmes","Meeker"
"1498",69,1962,7590,7,2007,169500,864,876,"NAmes","Meeker"
"1499",60,1962,6600,8,2009,109500,894,894,"NAmes","Meeker"
"1500",60,1962,6600,12,2007,125500,864,864,"NAmes","Meeker"
"1501",69,1962,10205,5,2006,134500,925,999,"NAmes","Meeker"
"1502",66,1962,6760,10,2007,130000,896,936,"NAmes","Meeker"
"1503",74,1962,7400,3,2006,120000,1045,1045,"NAmes","Meeker"
"1504",70,1962,7000,2,2006,105000,864,864,"NAmes","Meeker"
"1505",70,1962,7000,3,2006,124000,1025,1025,"NAmes","Meeker"
"1506",60,1926,6978,4,2007,103000,850,960,"OldTown","Meeker"
"1507",56,2008,9836,12,2008,143000,192,1133,"OldTown","Meeker"
"1508",30,1925,5232,6,2008,73000,680,764,"OldTown","Meeker"
"1509",62,1900,9856,6,2006,169000,716,1007,"OldTown","Meeker"
"1510",57,1925,9906,9,2006,107000,686,810,"OldTown","Meeker"
"1511",NA,1926,3950,12,2009,115000,818,818,"OldTown","Meeker"
"1512",60,1948,9600,5,2006,135000,1212,1226,"OldTown","Meeker"
"1513",60,1904,10440,6,2008,157500,650,958,"OldTown","Meeker"
"1514",60,1910,10440,5,2009,110000,440,682,"OldTown","Meeker"
"1515",60,1900,4800,1,2010,80400,709,1157,"OldTown","Meeker"
"1516",60,1920,5520,7,2006,111500,1147,1147,"OldTown","Meeker"
"1517",68,1935,4080,6,2009,128900,901,861,"OldTown","Meeker"
"1518",57,1910,10307,6,2009,103500,972,972,"OldTown","Meeker"
"1519",57,1948,9184,7,2008,122600,780,948,"OldTown",NA
"1520",52,1941,5720,8,2009,66500,676,676,"OldTown","Meeker"
"1521",60,1900,9600,6,2006,156500,780,940,"OldTown","Meeker"
"1522",55,1910,8800,6,2010,96500,576,792,"OldTown","Meeker"
"1523",80,1910,4800,1,2008,111000,680,680,"OldTown","Meeker"
"1524",60,1920,10440,6,2008,256000,1510,1584,"OldTown","Meeker"
"1525",90,1910,15660,7,2009,130000,240,810,"OldTown","Meeker"
"1526",90,1910,9900,3,2009,129000,504,764,"OldTown","Meeker"
"1527",60,1910,9600,5,2007,132000,264,768,"OldTown","Meeker"
"1528",60,1940,4800,8,2008,64000,672,672,"OldTown","Meeker"
"1529",57,1939,6406,10,2009,150000,690,868,"OldTown","Meeker"
"1530",60,1925,9600,8,2006,178000,728,832,"OldTown","Meeker"
"1531",60,1892,6600,12,2009,107500,994,1378,"OldTown","Meeker"
"1532",50,1927,6000,7,2007,127500,845,866,"OldTown","Meeker"
"1533",58,1900,6451,5,2006,139900,712,848,"OldTown","Meeker"
"1534",56,1922,4480,2,2007,89500,1022,1022,"OldTown","Meeker"
"1535",56,1920,4485,5,2010,109500,936,936,"OldTown","Meeker"
"1536",56,1927,8960,3,2010,115000,1008,1028,"OldTown","Meeker"
"1537",60,1915,6000,6,2008,139500,728,728,"OldTown","Meeker"
"1538",60,1980,7200,8,2007,140000,936,936,"OldTown","Meeker"
"1539",66,1930,3960,7,2006,105000,502,502,"OldTown","Meeker"
"1540",70,1930,5684,6,2006,110000,813,813,"OldTown","Meeker"
"1541",63,1910,11426,6,2008,118000,828,828,"OldTown","Meeker"
"1542",63,2003,11426,6,2008,200000,1362,1362,"OldTown","Meeker"
"1543",63,1940,7628,5,2008,119164,801,1095,"OldTown","Meeker"
"1544",63,1920,7627,10,2009,94550,600,1101,"OldTown","Meeker"
"1545",60,1952,7596,7,2009,124500,960,960,"OldTown","Meeker"
"1546",81,1920,7308,6,2008,122250,936,960,"OldTown","Meeker"
"1547",56,1920,3153,7,2007,99900,967,967,"OldTown","Meeker"
"1548",60,1946,3378,9,2009,135000,651,707,"OldTown","Meeker"
"1549",69,1957,5805,6,2010,143000,1347,1347,"OldTown","Meeker"
"1550",56,1900,7745,4,2006,111500,938,1084,"OldTown","Meeker"
"1551",56,1924,7741,6,2006,108000,1032,1032,"OldTown","Meeker"
"1552",50,1925,5633,7,2006,111500,844,844,"OldTown","Meeker"
"1553",50,1880,9000,6,2006,124000,636,1089,"OldTown","Meeker"
"1554",60,1915,5790,5,2010,107400,840,840,"OldTown","Meeker"
"1555",60,1885,10800,8,2007,100000,641,1047,"OldTown","Meeker"
"1556",47,1945,4608,6,2010,80000,747,747,"OldTown","Meeker"
"1557",60,1950,7200,8,2006,105000,576,864,"OldTown","Meeker"
"1558",60,1920,5400,2,2008,120000,931,1027,"OldTown","Meeker"
"1559",40,1920,4400,10,2006,116000,648,734,"OldTown","Meeker"
"1560",60,1940,10800,5,2008,155000,884,884,"OldTown","Meeker"
"1561",60,1940,7200,5,2007,130000,808,1072,"OldTown","Meeker"
"1562",60,1940,7200,2,2010,119000,788,804,"OldTown","Meeker"
"1563",42,1905,7614,3,2006,96900,738,714,"OldTown","Meeker"
"1564",60,1910,6756,9,2008,78000,481,899,"OldTown","Meeker"
"1565",56,1910,10134,7,2009,103000,801,801,"OldTown","Meeker"
"1566",60,1953,6000,2,2009,93000,936,936,"OldTown","Meeker"
"1567",44,1890,5914,9,2008,95000,684,684,"OldTown","Meeker"
"1568",120,1900,9000,6,2007,135000,680,680,"OldTown","Meeker"
"1569",50,1950,6000,3,2009,129500,768,768,"OldTown","Meeker"
"1570",50,1948,6000,4,2008,115000,789,789,"OldTown","Meeker"
"1571",50,1948,6000,6,2007,120000,649,679,"OldTown","Meeker"
"1572",100,1948,12000,5,2008,147000,924,1122,"OldTown","Meeker"
"1573",50,1937,5925,3,2007,89471,907,1131,"OldTown","Meeker"
"1574",75,1946,9000,6,2008,140000,904,904,"OldTown","Meeker"
"1575",50,1954,6000,11,2009,93000,811,811,"OldTown","Meeker"
"1576",50,1955,6000,6,2006,135500,960,960,"OldTown","Meeker"
"1577",62,1920,7404,11,2009,80000,861,861,"OldTown","Meeker"
"1578",50,1924,6000,8,2006,139000,816,816,"OldTown","Meeker"
"1579",50,1940,5925,10,2009,45000,0,612,"OldTown","Meeker"
"1580",50,1900,5925,5,2007,85000,570,761,"OldTown","Meeker"
"1581",50,1910,5925,5,2009,37900,600,600,"OldTown","Meeker"
"1582",62,1946,7311,3,2008,46500,407,407,"OldTown","Meeker"
"1583",50,1957,6000,6,2008,112500,928,928,"OldTown","Meeker"
"1584",50,1920,6000,7,2007,108500,960,960,"OldTown","Meeker"
"1585",50,1954,6000,8,2008,107900,901,901,"OldTown","Meeker"
"1586",52,1921,7830,6,2006,61500,492,492,"OldTown","Meeker"
"1587",50,1929,5500,4,2010,130000,926,926,"OldTown","Meeker"
"1588",56,1945,9576,5,2006,120000,770,885,"OldTown","Meeker"
"1589",50,1938,6900,1,2010,119000,827,827,"OldTown","Meeker"
"1590",69,1948,11851,6,2010,129000,1027,1027,"OldTown","Meeker"
"1591",NA,1920,8239,3,2010,100000,1008,1060,"OldTown","Meeker"
"1592",50,1938,5784,12,2009,91300,190,886,"OldTown","Meeker"
"1593",57,1900,9639,5,2007,137000,1075,1156,"OldTown","Meeker"
"1594",40,1945,3880,8,2007,110500,686,866,"OldTown","Meeker"
"1595",49,1955,5820,7,2006,126175,1162,1163,"OldTown","Meeker"
"1596",48,1920,5747,6,2006,64000,798,840,"OldTown","Meeker"
"1597",103,1949,12205,12,2008,65000,448,1588,"OldTown","Meeker"
"1598",68,1923,9656,6,2010,12789,678,832,"OldTown","Meeker"
"1599",60,1928,8520,5,2010,105900,624,720,"OldTown","Meeker"
"1600",60,1923,8520,7,2007,100000,968,968,"OldTown","Meeker"
"1601",60,1923,8520,2,2009,99500,624,792,"OldTown","Meeker"
"1602",87,1880,18386,5,2008,295000,1470,1675,"OldTown","Meeker"
"1603",NA,1910,10337,5,2007,184900,725,909,"OldTown","Meeker"
"1604",53,1927,9863,3,2007,145000,728,914,"OldTown","Meeker"
"1605",33,1920,4456,6,2009,113000,736,736,"OldTown","Meeker"
"1606",69,1900,9142,2,2008,139500,797,830,"OldTown","Meeker"
"1607",100,1915,12665,6,2008,153900,876,876,"OldTown","Meeker"
"1608",53,1920,5350,3,2008,132000,624,730,"OldTown","Meeker"
"1609",60,1925,9600,7,2007,125000,702,842,"OldTown","Meeker"
"1610",60,1910,9600,6,2009,87500,677,833,"OldTown","Meeker"
"1611",50,1947,3500,4,2009,110000,720,720,"OldTown","Meeker"
"1612",69,1910,9142,4,2006,137000,1020,908,"OldTown","Meeker"
"1613",35,1910,4571,6,2007,114000,616,616,"OldTown","Meeker"
"1614",34,1916,4571,5,2008,98000,624,624,"OldTown","Meeker"
"1615",69,1900,9143,5,2008,114000,346,709,"OldTown","Meeker"
"1616",85,1900,13600,9,2007,90000,662,1422,"OldTown","Meeker"
"1617",56,1910,8398,11,2007,144100,926,991,"OldTown","Meeker"
"1618",90,1880,9900,5,2007,117500,1008,1178,"OldTown","Meeker"
"1619",60,1920,9600,4,2008,130000,973,1377,"OldTown","Meeker"
"1620",60,1930,3600,7,2007,124500,687,687,"OldTown","Meeker"
"1621",60,1917,9600,4,2008,129500,735,1134,"OldTown","Meeker"
"1622",60,1900,9600,5,2006,87000,1095,1095,"OldTown","Meeker"
"1623",60,1900,9600,4,2010,150000,930,930,"OldTown","Meeker"
"1624",60,1905,6000,2,2008,129400,572,884,"OldTown","Meeker"
"1625",60,1928,9600,10,2008,161000,689,689,"OldTown","Meeker"
"1626",60,1914,10800,10,2006,163000,880,880,"OldTown","Meeker"
"1627",90,1898,8100,11,2009,106000,849,1075,"OldTown","Meeker"
"1628",70,1910,6300,7,2006,155000,1226,1226,"OldTown","Meeker"
"1629",63,1900,5000,4,2006,79000,540,889,"OldTown","Meeker"
"1630",65,1880,11700,5,2009,265979,1240,1320,"OldTown","Meeker"
"1631",60,1905,10800,4,2008,163000,482,1221,"OldTown","Meeker"
"1632",60,1915,10800,6,2010,139000,686,966,"OldTown","Meeker"
"1633",70,1900,8400,6,2009,160000,917,1090,"OldTown","Meeker"
"1634",35,1914,6300,6,2008,128000,742,742,"OldTown","Meeker"
"1635",65,1916,8850,7,2006,144000,815,815,"OldTown","Meeker"
"1636",50,1890,9000,4,2010,240000,346,1157,"OldTown","Meeker"
"1637",60,1910,3600,10,2006,114504,684,684,"OldTown","Meeker"
"1638",60,1917,3600,5,2009,119000,624,664,"OldTown","Meeker"
"1639",60,1920,7200,10,2006,157000,596,998,"OldTown","Meeker"
"1640",50,1872,5250,12,2008,122000,684,938,"OldTown","Meeker"
"1641",121,1882,17671,11,2009,168000,916,916,"OldTown","Meeker"
"1642",75,1879,13500,2,2007,185000,819,1312,"OldTown","Meeker"
"1643",NA,1910,3300,6,2009,58500,624,816,"OldTown","Meeker"
"1644",60,1910,7200,11,2007,133900,1214,1260,"OldTown","Meeker"
"1645",84,1923,11340,3,2006,125000,1200,1200,"OldTown","Meeker"
"1646",90,1892,22950,6,2006,475000,1107,1518,"OldTown","Meeker"
"1647",NA,1926,5700,8,2008,116900,572,572,"OldTown","Meeker"
"1648",40,1926,5400,10,2007,152000,1149,1149,"OldTown","Meeker"
"1649",100,1910,9045,6,2010,76500,840,1128,"OldTown","Meeker"
"1650",33,1920,5976,12,2006,93500,624,624,"OldTown","Meeker"
"1651",75,1893,13500,7,2008,325000,1237,1521,"OldTown",NA
"1652",50,1920,9000,7,2009,143000,650,832,"OldTown",NA
"1653",90,1957,7407,4,2010,149700,912,1236,"OldTown","Meeker"
"1654",60,1910,7740,6,2010,125500,622,741,"OldTown","Meeker"
"1655",60,1910,7200,6,2009,85000,1022,1022,"OldTown","Meeker"
"1656",60,1885,11340,4,2010,122500,777,1246,"OldTown","Meeker"
"1657",60,1920,11340,11,2008,55000,723,723,"OldTown","Meeker"
"1658",60,1922,10560,6,2010,140750,738,868,"OldTown","Meeker"
"1659",90,1948,8100,6,2007,153500,1559,1559,"OldTown","Meeker"
"1660",60,1890,10800,12,2008,184000,1313,1313,"OldTown","Meeker"
"1661",98,1890,8820,9,2009,124900,1088,1188,"OldTown","Meeker"
"1662",60,1920,5400,9,2009,119000,972,1044,"OldTown","Meeker"
"1663",65,1959,9750,6,2008,110000,984,984,"OldTown","Meeker"
"1664",65,1958,9750,7,2006,125000,960,960,"OldTown","Meeker"
"1665",60,1910,9720,9,2009,146500,741,780,"OldTown","Meeker"
"1666",81,1954,12150,11,2008,131500,1050,1050,"OldTown","Meeker"
"1667",60,1890,10800,7,2007,159500,718,1576,"OldTown","Meeker"
"1668",52,1930,9439,3,2007,87000,912,912,"OldTown","Meeker"
"1669",70,1956,12702,12,2008,97000,0,882,"OldTown","Meeker"
"1670",52,1956,8626,5,2007,104500,0,968,"OldTown","Meeker"
"1671",52,1958,8516,5,2008,115500,869,1093,"OldTown","Meeker"
"1672",76,1949,11800,5,2007,110000,0,1382,"OldTown","Meeker"
"1673",63,1918,4761,10,2006,64500,1020,1020,"IDOTRR","Meeker"
"1674",60,1920,7879,11,2009,34900,720,720,"IDOTRR","Meeker"
"1675",72,1900,9392,9,2009,44000,245,797,"IDOTRR","Meeker"
"1676",NA,1941,7446,4,2006,100000,788,788,"BrkSide","Fellows"
"1677",144,1923,21384,5,2009,223500,1324,1072,"BrkSide","Fellows"
"1678",NA,1923,6615,9,2009,149000,1022,1432,"BrkSide","Fellows"
"1679",55,1928,7111,7,2008,138000,1008,1143,"BrkSide","Fellows"
"1680",55,1925,7264,10,2009,205000,952,952,"BrkSide","Fellows"
"1681",55,1925,6854,8,2007,136500,756,916,"BrkSide","Fellows"
"1682",65,1939,6435,10,2006,140200,972,972,"BrkSide","Fellows"
"1683",50,1930,4960,5,2009,137000,297,1001,"BrkSide","Fellows"
"1684",NA,1945,7425,8,2008,108000,672,1195,"BrkSide","Fellows"
"1685",55,1950,8674,3,2007,128250,910,910,"BrkSide","Fellows"
"1686",53,1950,5830,3,2010,128500,988,1030,"BrkSide","Fellows"
"1687",50,1930,9100,8,2008,79500,742,779,"BrkSide","Fellows"
"1688",NA,1916,8854,5,2009,121000,952,952,"BrkSide","Fellows"
"1689",98,1920,8731,5,2007,144000,915,1167,"BrkSide","Fellows"
"1690",NA,1935,7010,7,2008,153000,1024,1144,"BrkSide","Fellows"
"1691",NA,1922,7793,5,2010,209500,1108,1160,"BrkSide","Fellows"
"1692",69,1924,11737,5,2006,202500,848,1017,"BrkSide","Fellows"
"1693",70,1923,8737,5,2007,210000,1065,915,"BrkSide","Fellows"
"1694",50,1939,6125,3,2007,135000,728,728,"BrkSide","Fellows"
"1695",50,1924,6130,5,2008,109500,784,784,"BrkSide","Fellows"
"1696",50,1947,5000,10,2006,159000,1004,1004,"BrkSide","Fellows"
"1697",50,1941,5000,5,2008,124000,672,832,"BrkSide","Fellows"
"1698",50,1925,5000,4,2010,87000,765,765,"BrkSide","Fellows"
"1699",59,1900,5870,4,2008,106900,554,736,"BrkSide","Fellows"
"1700",50,1940,6000,7,2008,164900,981,1014,"BrkSide","Fellows"
"1701",50,1936,6000,7,2009,128000,672,757,"BrkSide","Fellows"
"1702",50,1924,6000,7,2008,119000,949,949,"BrkSide","Fellows"
"1703",50,1939,6000,4,2010,134000,608,608,"BrkSide","Fellows"
"1704",50,1937,6000,7,2009,134900,698,786,"BrkSide","Fellows"
"1705",50,1940,6000,3,2010,128000,572,848,"BrkSide","Fellows"
"1706",50,1925,6000,5,2009,117000,884,884,"BrkSide","Fellows"
"1707",50,1929,6000,7,2008,120000,862,950,"BrkSide","Fellows"
"1708",50,1939,6000,5,2009,132500,780,825,"BrkSide","Fellows"
"1709",50,1939,6000,2,2007,128000,600,608,"BrkSide","Fellows"
"1710",53,1942,6360,3,2010,132000,835,955,"BrkSide","Fellows"
"1711",50,1937,6000,5,2008,157000,825,825,"BrkSide","Meeker"
"1712",50,1939,6000,4,2008,105000,739,874,"BrkSide","Meeker"
"1713",60,1924,6000,6,2009,93000,468,822,"BrkSide","Meeker"
"1714",60,1941,6000,3,2007,131000,735,869,"BrkSide","Meeker"
"1715",50,1926,5000,4,2008,113000,992,1013,"BrkSide","Meeker"
"1716",50,1926,6000,1,2009,119000,884,904,"BrkSide","Fellows"
"1717",50,1948,6000,3,2010,139900,780,780,"BrkSide","Fellows"
"1718",65,1939,7800,5,2006,119900,793,793,"OldTown","Meeker"
"1719",60,1924,6911,10,2009,100000,1145,1301,"BrkSide","Fellows"
"1720",60,1920,5520,4,2008,115000,565,565,"BrkSide","Fellows"
"1721",99,1946,5940,4,2008,79000,NA,896,"BrkSide","Fellows"
"1722",51,1936,6120,4,2009,141500,927,1067,"BrkSide","Fellows"
"1723",51,1935,6120,7,2009,133000,884,989,"BrkSide","Fellows"
"1724",51,1939,6120,7,2007,113000,884,884,"BrkSide","Fellows"
"1725",51,1936,6120,1,2009,60000,264,800,"BrkSide","Fellows"
"1726",52,1934,6240,9,2006,114500,816,816,"BrkSide","Fellows"
"1727",52,1929,6240,8,2008,123000,704,624,"BrkSide","Fellows"
"1728",NA,1938,6240,3,2007,126000,861,861,"BrkSide","Fellows"
"1729",51,1931,6120,11,2009,105000,715,875,"BrkSide","Fellows"
"1730",52,1939,6240,7,2007,132000,672,899,"BrkSide","Fellows"
"1731",NA,1936,6240,4,2006,115000,896,896,"BrkSide","Fellows"
"1732",51,1930,6120,11,2006,75000,728,728,"BrkSide","Fellows"
"1733",51,1925,6120,7,2006,88000,768,1015,"BrkSide","Fellows"
"1734",NA,1945,6120,6,2008,81300,0,808,"BrkSide","Fellows"
"1735",51,1925,6120,3,2009,115000,960,995,"BrkSide","Fellows"
"1736",52,1930,6240,6,2008,162900,1078,1128,"BrkSide","Fellows"
"1737",52,1930,6240,7,2007,131750,966,1014,"BrkSide","Fellows"
"1738",52,1947,6240,7,2006,80500,0,672,"BrkSide","Fellows"
"1739",52,1936,6240,5,2010,123900,528,548,"BrkSide","Fellows"
"1740",51,1926,6120,8,2007,132500,756,903,"BrkSide","Meeker"
"1741",51,1920,6120,5,2007,137500,939,939,"BrkSide","Meeker"
"1742",52,1939,6240,1,2008,150000,989,1245,"BrkSide","Meeker"
"1743",52,1928,6240,8,2006,149000,1042,1042,"BrkSide","Meeker"
"1744",52,1930,6240,3,2010,138400,928,928,"BrkSide","Meeker"
"1745",51,1929,6120,7,2007,132000,832,854,"BrkSide","Meeker"
"1746",52,1931,6240,11,2007,127500,884,959,"BrkSide","Meeker"
"1747",51,1930,6120,2,2006,110000,741,741,"BrkSide","Fellows"
"1748",50,1925,6000,7,2006,110500,1103,1103,"OldTown","Meeker"
"1749",51,1923,6120,3,2010,109500,1124,1068,"OldTown","Meeker"
"1750",51,1923,6120,10,2008,123500,1100,1226,"OldTown","Meeker"
"1751",51,1931,6120,4,2008,129900,952,1022,"OldTown","Meeker"
"1752",60,1926,6180,5,2007,102000,960,986,"BrkSide","Meeker"
"1753",51,1938,6120,2,2009,150000,952,994,"BrkSide","Meeker"
"1754",60,1920,6155,6,2008,128000,611,751,"BrkSide","Fellows"
"1755",50,1921,6000,6,2006,89000,616,616,"BrkSide","Fellows"
"1756",60,1927,6324,5,2008,68500,520,520,"BrkSide","Fellows"
"1757",50,1948,8635,1,2008,127000,672,1072,"BrkSide","Meeker"
"1758",50,1925,8635,8,2009,126500,1072,1072,"BrkSide","Meeker"
"1759",47,1918,7755,5,2007,200000,1100,1100,"OldTown","Meeker"
"1760",58,1922,6380,8,2006,113000,993,1048,"BrkSide","Meeker"
"1761",50,1925,11672,7,2006,109000,816,816,"BrkSide","Fellows"
"1762",60,1919,13515,7,2007,180500,764,1060,"BrkSide","Fellows"
"1763",64,1923,13053,6,2008,207000,833,1053,"BrkSide","Fellows"
"1764",NA,1916,11888,7,2009,214500,844,1445,"BrkSide","Fellows"
"1765",60,1925,9120,6,2008,184000,1026,1133,"BrkSide","Fellows"
"1766",60,1915,9144,3,2008,162500,810,1170,"BrkSide","Fellows"
"1767",NA,1940,9144,7,2008,145000,883,988,"BrkSide","Fellows"
"1768",60,1920,8850,2,2007,165000,768,752,"BrkSide","Fellows"
"1769",50,1921,10300,4,2010,140000,576,902,"OldTown","Fellows"
"1770",90,1962,33120,10,2006,220000,1595,1611,"OldTown","Meeker"
"1771",60,1910,11414,10,2009,167500,728,1136,"BrkSide","Fellows"
"1772",60,1926,8550,10,2007,90000,750,960,"BrkSide","Fellows"
"1773",60,1915,8730,7,2007,153575,698,698,"BrkSide","Fellows"
"1774",60,1970,9873,5,2006,129000,960,960,"BrkSide","Fellows"
"1775",55,1918,10267,5,2008,130000,816,838,"BrkSide","Fellows"
"1776",NA,1929,5700,9,2007,140000,672,672,"OldTown","Fellows"
"1777",57,1910,8094,9,2008,160000,1242,1242,"OldTown","Meeker"
"1778",57,1915,8094,6,2010,149500,888,888,"OldTown","Meeker"
"1779",60,1912,12900,5,2010,159900,780,780,"OldTown","Meeker"
"1780",60,1916,8520,8,2007,136000,714,1664,"OldTown","Meeker"
"1781",NA,1925,5100,6,2008,161000,588,833,"OldTown","Meeker"
"1782",57,1915,8094,6,2009,155000,1048,1048,"OldTown","Meeker"
"1783",63,1910,4347,6,2008,127500,796,825,"OldTown","Meeker"
"1784",50,1915,2500,6,2009,155000,910,916,"OldTown","Meeker"
"1785",68,1915,9928,6,2009,179900,672,1272,"OldTown","Meeker"
"1786",40,1901,5680,9,2007,113000,592,933,"OldTown","Meeker"
"1787",40,1901,5680,9,2007,117000,969,969,"OldTown","Meeker"
"1788",92,1912,5520,7,2009,104000,755,929,"OldTown","Meeker"
"1789",50,1922,3000,9,2009,62500,1040,1088,"OldTown","Meeker"
"1790",52,1920,3068,2,2010,122000,662,662,"OldTown","Meeker"
"1791",59,1910,5310,6,2006,117000,485,1001,"OldTown","Meeker"
"1792",153,1941,4118,3,2006,52500,693,693,"OldTown","Meeker"
"1793",NA,1931,7758,6,2007,169500,1040,1226,"IDOTRR","High"
"1794",110,1963,8472,5,2010,110000,816,816,"IDOTRR","High"
"1795",60,1924,10320,10,2006,107000,596,834,"IDOTRR","High"
"1796",57,1927,6876,8,2009,149000,720,1146,"IDOTRR","High"
"1797",57,1930,7449,6,2007,139400,637,1108,"IDOTRR","High"
"1798",NA,1930,6291,7,2008,93850,768,768,"IDOTRR","Fellows"
"1799",60,1910,7518,7,2006,116500,396,665,"IDOTRR","High"
"1800",60,1952,10266,5,2008,136000,768,768,"IDOTRR","High"
"1801",120,1963,13200,4,2007,202500,741,1497,"IDOTRR","High"
"1802",60,1914,6882,3,2007,127000,684,773,"IDOTRR","High"
"1803",50,1919,9000,9,2006,72000,610,819,"IDOTRR","High"
"1804",70,1930,5600,7,2010,55000,0,372,"IDOTRR","High"
"1805",50,1937,8600,6,2006,119500,780,780,"IDOTRR","High"
"1806",50,1937,9000,12,2007,141000,780,780,"IDOTRR","High"
"1807",60,1938,6876,11,2008,141000,1272,1272,"IDOTRR","High"
"1808",NA,1915,10320,4,2008,120000,880,880,"IDOTRR","High"
"1809",60,1938,7200,7,2006,125500,803,803,"IDOTRR","Fellows"
"1810",60,1925,7200,7,2008,127500,1040,1040,"IDOTRR","High"
"1811",60,1922,9786,5,2006,91000,1007,1077,"IDOTRR","High"
"1812",60,1935,6780,6,2006,84500,520,520,"IDOTRR","High"
"1813",60,1950,9780,4,2007,212300,976,976,"IDOTRR","High"
"1814",62,1925,7006,8,2008,127000,768,788,"IDOTRR","High"
"1815",60,1915,10320,5,2007,161000,1138,1138,"IDOTRR","High"
"1816",52,1958,4330,2,2007,99500,808,838,"IDOTRR","High"
"1817",60,1930,7200,3,2006,90000,984,984,"IDOTRR","High"
"1818",60,1920,7200,3,2007,101000,530,581,"IDOTRR","High"
"1819",40,1916,4800,7,2007,109900,1196,1196,"IDOTRR","Fellows"
"1820",NA,1920,7920,3,2008,89500,319,1035,"IDOTRR","High"
"1821",52,1925,6240,1,2009,103000,780,848,"IDOTRR","High"
"1822",49,1955,8235,6,2008,125000,825,825,"OldTown","Fellows"
"1823",NA,1941,12358,5,2007,128500,720,854,"OldTown","Meeker"
"1824",60,1910,10120,1,2007,122000,925,964,"OldTown","Meeker"
"1825",NA,1915,5775,2,2009,123000,483,741,"OldTown","Meeker"
"1826",76,1900,7630,5,2010,140000,360,1032,"OldTown","Meeker"
"1827",41,1902,5852,5,2009,97500,1020,978,"OldTown","Meeker"
"1828",55,1930,4388,6,2007,87000,672,840,"OldTown","Meeker"
"1829",60,1920,5586,9,2008,79900,901,1088,"OldTown","Meeker"
"1830",60,1912,10320,8,2008,85000,451,759,"IDOTRR","Fellows"
"1831",60,1915,10320,5,2008,82375,536,808,"IDOTRR","Fellows"
"1832",60,1927,5160,8,2009,135000,1204,1204,"IDOTRR","Fellows"
"1833",86,1923,5160,7,2009,70000,858,892,"IDOTRR","Fellows"
"1834",60,1906,10320,6,2008,135000,756,756,"IDOTRR","Fellows"
"1835",60,1910,10320,9,2007,50000,771,866,"IDOTRR","Fellows"
"1836",60,1915,10320,2,2009,116000,698,754,"IDOTRR","Meeker"
"1837",82,1947,9488,9,2008,124000,1046,1054,"Sawyer","Sawyer"
"1838",82,1951,12375,6,2006,137500,806,1081,"Sawyer","Sawyer"
"1839",55,1968,8250,8,2008,134000,952,1211,"Sawyer","Sawyer"
"1840",120,1964,11136,7,2006,150000,1921,1921,"Sawyer","High"
"1841",107,1937,12888,4,2007,219000,1005,1262,"Sawyer","High"
"1842",NA,1940,24090,6,2010,244400,1032,1207,"ClearCr","Sawyer"
"1843",115,1948,21286,8,2008,135000,720,720,"Sawyer","Sawyer"
"1844",100,1950,21370,6,2006,131000,0,1640,"Sawyer","Sawyer"
"1845",50,1946,4280,9,2009,88750,560,704,"Sawyer","Sawyer"
"1846",92,1958,6930,7,2006,130000,1062,1352,"ClearCr","Sawyer"
"1847",138,1946,18030,3,2007,200500,1598,1636,"ClearCr","Sawyer"
"1848",100,1959,15263,5,2010,173000,1422,1675,"ClearCr","High"
"1849",80,1959,17120,7,2008,134432,0,1120,"ClearCr","Sawyer"
"1850",72,1917,10632,1,2010,107500,689,725,"ClearCr","Sawyer"
"1851",60,1987,10800,3,2009,179000,1200,1200,"Edwards","Middle"
"1852",60,1987,10800,3,2009,179000,1200,1200,"Edwards","Middle"
"1853",NA,1978,10547,7,2009,159900,1152,1152,"Edwards","Middle"
"1854",60,1940,8160,4,2007,126000,756,756,"Edwards","Middle"
"1855",NA,1922,10020,3,2009,61000,683,904,"Edwards","Middle"
"1856",55,1935,8250,6,2006,125000,0,1032,"Edwards","Sawyer"
